('Павлов Л.Р.', 'Семёнова Ч.Э.', 707, '2020-1-21')
('Смирнов Т.Т.', None, 399, '2020-4-3')
('Александрова Ю.Б.', 'Николаева Ц.Ф.', 120, '2020-1-20')
('Павлов Д.Х.', 'Алексеев Х.В.', 185, '2020-8-13')
('Яковлев Н.К.', 'Григорьева Б.С.', 650, '2020-6-28')
('Егоров З.И.', 'Яковлев Щ.Р.', 150, '2020-4-24')
('Григорьев Л.Ж.', 'Александров Щ.Ю.', 688, '2020-10-13')
('Смирнова Ю.Ч.', 'Александрова П.П.', 994, '2020-1-15')
('Григорьева З.В.', 'Степанова Д.К.', 358, '2020-6-15')
('Михайлов Ф.И.', None, 643, '2020-10-21')
('Андреева Ц.В.', 'Алексеев Х.В.', 16, '2020-8-15')
('Иванова Л.Э.', None, 432, '2020-8-13')
('Смирнов Т.Т.', None, 99, '2020-12-24')
('Павлова М.З.', 'Лебедев Ч.Ж.', 81, '2020-11-1')
('Кузнецова Ч.Х.', 'Лебедев Ч.Ж.', 316, '2020-12-15')
('Андреев И.С.', 'Егорова Я.У.', 398, '2020-9-26')
('Семёнова Ш.И.', 'Николаева Щ.Э.', 390, '2020-7-19')
('Егоров Д.Е.', None, 301, '2020-10-21')
('Алексеева Д.З.', 'Яковлев Щ.Р.', 283, '2020-7-29')
('Николаев Т.Б.', 'Николаева Ц.Ф.', 448, '2020-7-10')
('Григорьева Э.Ж.', None, 921, '2020-6-19')
('Лебедев Х.Е.', 'Степанова Х.Р.', 431, '2020-7-3')
('Дмитриев Щ.В.', 'Лебедев Ч.Ж.', 93, '2020-12-27')
('Николаев Л.И.', 'Алексеев Х.В.', 48, '2020-11-4')
('Александрова Ю.Б.', 'Васильева К.И.', 995, '2020-3-28')
('Петрова Ч.З.', 'Николаева Ц.Ф.', 304, '2020-8-28')
('Степанова Е.Ж.', 'Николаева Ц.Ф.', 23, '2020-4-14')
('Соловьёв Т.Т.', 'Николаева Щ.Э.', 981, '2020-6-8')
('Смирнов А.Я.', 'Яковлев Ю.А.', 684, '2020-2-21')
('Соколов Ш.М.', 'Семёнова Ч.Э.', 671, '2020-11-27')
('Попов С.А.', 'Яковлев Щ.Р.', 212, '2020-3-9')
('Волкова Ф.Ш.', 'Павлов Ю.Ю.', 687, '2020-7-23')
('Соколова Щ.А.', 'Яковлев Щ.Р.', 627, '2020-12-20')
('Попов К.А.', 'Дмитриев Л.В.', 71, '2020-6-8')
('Алексеева С.Ю.', 'Степанова Х.Р.', 486, '2020-5-26')
('Семёнов У.А.', 'Александрова П.П.', 219, '2020-9-4')
('Соколова Ф.Х.', None, 341, '2020-9-5')
('Кузнецова Щ.К.', 'Григорьева Б.С.', 217, '2020-4-15')
('Никитина Н.К.', 'Павлов Ю.Ю.', 178, '2020-2-19')
('Александрова Ю.Б.', 'Алексеева В.Ш.', 47, '2020-6-22')
('Лебедева У.Л.', 'Николаева Щ.Э.', 641, '2020-6-22')
('Яковлева Л.П.', 'Яковлев Ю.А.', 16, '2020-8-28')
('Андреева Ц.В.', 'Семёнова Ч.Э.', 715, '2020-5-13')
('Волкова К.Ж.', 'Григорьева Б.С.', 568, '2020-1-2')
('Дмитриев Щ.В.', 'Васильева К.И.', 995, '2020-1-11')
('Яковлева Л.П.', 'Соловьёв Ц.П.', 969, '2020-9-7')
('Никитина Ч.Ф.', 'Александров Щ.Ю.', 698, '2020-7-1')
('Смирнов А.Я.', 'Александров Щ.Ю.', 583, '2020-8-29')
('Яковлев Е.Д.', 'Васильева К.И.', 778, '2020-1-20')
('Иванова Л.Э.', 'Дмитриев Л.В.', 278, '2020-2-1')
('Соловьёв Т.Т.', 'Александров Щ.Ю.', 116, '2020-3-1')
('Кузнецова И.Т.', 'Александрова П.П.', 671, '2020-4-15')
('Соколова Ф.Х.', 'Яковлев Щ.Р.', 121, '2020-1-22')
('Григорьева З.В.', 'Семёнова Ч.Э.', 936, '2020-11-24')
('Смирнов З.Ц.', 'Яковлев Ю.А.', 113, '2020-1-27')
('Кузнецов Д.С.', 'Михайлова Р.А.', 543, '2020-9-16')
('Алексеева Д.З.', 'Михайлова Р.А.', 487, '2020-3-9')
('Соколов З.Ю.', 'Васильева К.И.', 928, '2020-1-7')
('Александров Х.В.', 'Григорьева Б.С.', 289, '2020-10-6')
('Иванова Л.Э.', 'Степанова Х.Р.', 680, '2020-8-26')
('Лебедев Ю.Н.', 'Степанова Х.Р.', 230, '2020-8-13')
('Андреев Ж.С.', 'Васильева К.И.', 961, '2020-10-22')
('Лебедев Ю.Н.', 'Алексеев Х.В.', 532, '2020-2-6')
('Михайлова Е.Б.', 'Григорьева Б.С.', 288, '2020-10-4')
('Яковлев Е.Д.', 'Алексеева В.Ш.', 910, '2020-11-27')
('Степанова Э.Р.', 'Лебедев Ч.Ж.', 420, '2020-5-11')
('Соколова Е.У.', 'Александров Щ.Ю.', 376, '2020-1-10')
('Иванова Ж.У.', 'Соловьёв Ц.П.', 503, '2020-1-1')
('Васильев Н.Ю.', 'Николаева Ц.Ф.', 252, '2020-9-20')
('Кузнецова И.Т.', 'Яковлев Щ.Р.', 593, '2020-3-16')
('Смирнов А.Я.', 'Алексеева В.Ш.', 160, '2020-9-5')
('Яковлева Л.П.', 'Александрова П.П.', 357, '2020-9-15')
('Яковлев Б.Р.', 'Яковлев Ю.А.', 545, '2020-11-21')
('Яковлев Н.К.', 'Яковлев Ю.А.', 644, '2020-12-28')
('Алексеева Д.З.', 'Степанова Д.К.', 235, '2020-6-27')
('Яковлев Е.Д.', 'Дмитриев Л.В.', 326, '2020-10-14')
('Алексеева С.Ю.', 'Алексеева В.Ш.', 81, '2020-10-27')
('Смирнова Ю.Ч.', 'Михайлова Р.А.', 464, '2020-1-15')
('Степанова Г.И.', 'Егоров Л.Б.', 747, '2020-11-29')
('Иванова Л.Э.', 'Дмитриев Л.В.', 381, '2020-10-6')
('Соловьёв Т.Т.', 'Михайлова Р.А.', 788, '2020-1-9')
('Андреев Ж.С.', 'Семёнова Ч.Э.', 424, '2020-2-28')
('Александрова Ю.Б.', 'Дмитриев Л.В.', 25, '2020-3-17')
('Попова Ц.Ж.', 'Дмитриев Л.В.', 542, '2020-1-26')
('Григорьев Л.Ж.', 'Николаева Щ.Э.', 888, '2020-4-30')
('Попов К.А.', 'Степанова Д.К.', 870, '2020-1-18')
('Михайлова Э.С.', 'Соловьёв Ц.П.', 509, '2020-6-9')
('Смирнов Т.Т.', 'Михайлова Р.А.', 441, '2020-7-24')
('Кузнецова Ч.Х.', 'Егоров Л.Б.', 483, '2020-5-1')
('Смирнов С.Щ.', 'Яковлев Щ.Р.', 615, '2020-4-20')
('Богданова Б.В.', 'Алексеева В.Ш.', 359, '2020-4-12')
('Степанов Л.З.', 'Васильева К.И.', 402, '2020-1-7')
('Кузнецова П.Я.', 'Степанова Х.Р.', 154, '2020-3-27')
('Смирнова Ю.Ч.', 'Егорова Я.У.', 61, '2020-6-13')
('Григорьев Л.Ж.', 'Михайлова Р.А.', 304, '2020-1-27')
('Смирнов А.Я.', None, 836, '2020-8-30')
('Николаев Ш.А.', 'Егоров Л.Б.', 525, '2020-6-11')
('Соловьёва П.З.', 'Степанова Х.Р.', 605, '2020-2-5')
('Васильев Н.Ю.', 'Александрова П.П.', 801, '2020-9-30')
('Соколов У.Ф.', 'Дмитриев Л.В.', 827, '2020-1-6')
('Соловьёва П.З.', 'Соловьёв Ц.П.', 947, '2020-12-18')
('Михайлова Э.С.', 'Алексеева В.Ш.', 877, '2020-6-17')
('Степанов Ж.Я.', 'Лебедев Ч.Ж.', 86, '2020-2-1')
('Александрова Ю.Б.', 'Михайлова Р.А.', 318, '2020-2-30')
('Семёнов Л.И.', 'Яковлев Щ.Р.', 595, '2020-2-15')
('Соколов А.Д.', 'Алексеев Х.В.', 925, '2020-3-1')
('Смирнова Ю.Ч.', 'Алексеев Х.В.', 144, '2020-1-8')
('Волкова К.Ж.', 'Дмитриев Л.В.', 633, '2020-9-13')
('Семёнов Л.И.', None, 892, '2020-10-4')
('Михайлова Е.Б.', 'Алексеев Х.В.', 607, '2020-6-16')
('Яковлев Э.М.', 'Николаева Ц.Ф.', 22, '2020-5-7')
('Петрова З.В.', 'Васильева К.И.', 278, '2020-2-15')
('Кузнецова И.Т.', 'Васильева К.И.', 213, '2020-9-6')
('Соколова Ч.Б.', 'Александрова П.П.', 990, '2020-1-18')
('Лебедева У.Л.', 'Николаева Щ.Э.', 885, '2020-11-21')
('Соколова Ч.Б.', 'Михайлова Р.А.', 955, '2020-2-9')
('Кузнецова П.Я.', 'Дмитриев Л.В.', 925, '2020-3-10')
('Соколова Щ.А.', 'Павлов Ю.Ю.', 506, '2020-2-12')
('Соколов З.Ю.', 'Николаева Щ.Э.', 560, '2020-10-1')
('Кузнецов Т.Д.', 'Яковлев Ю.А.', 703, '2020-1-4')
('Смирнов З.Ц.', 'Егоров Л.Б.', 39, '2020-7-6')
('Александров Х.В.', 'Михайлова Р.А.', 516, '2020-5-5')
('Никитина Ч.Ф.', 'Соловьёв Ц.П.', 784, '2020-6-21')
('Волков Ж.Б.', 'Григорьева Б.С.', 88, '2020-11-13')
('Богданов У.М.', 'Михайлова Р.А.', 844, '2020-4-18')
('Петрова Ч.З.', 'Михайлова Р.А.', 777, '2020-4-8')
('Волкова Ф.Ш.', 'Соловьёв Ц.П.', 394, '2020-9-30')
('Смирнова Ю.Ч.', 'Алексеева В.Ш.', 768, '2020-10-20')
('Яковлева Л.П.', 'Михайлова Р.А.', 792, '2020-4-16')
('Григорьева Э.Ж.', 'Александров Щ.Ю.', 870, '2020-5-10')
('Михайлова Е.Б.', 'Степанова Х.Р.', 729, '2020-6-4')
('Степанова Э.Р.', 'Павлов Ю.Ю.', 969, '2020-2-19')
('Андреева Э.П.', 'Михайлова Р.А.', 784, '2020-3-1')
('Петрова Ч.З.', 'Павлов Ю.Ю.', 898, '2020-10-2')
('Андреев Ж.С.', 'Дмитриев Л.В.', 88, '2020-10-16')
('Степанов О.К.', 'Лебедев Ч.Ж.', 56, '2020-1-4')
('Смирнов З.Ц.', 'Александров Щ.Ю.', 479, '2020-2-8')
('Лебедева У.Л.', 'Михайлова Р.А.', 279, '2020-5-5')
('Смирнов А.Я.', 'Егоров Л.Б.', 779, '2020-11-21')
('Григорьева У.Т.', 'Михайлова Р.А.', 906, '2020-1-5')
('Михайлов Ф.И.', 'Семёнова Ч.Э.', 665, '2020-2-25')
('Соколов А.Д.', 'Александрова П.П.', 202, '2020-5-16')
('Соловьёва П.З.', 'Николаева Щ.Э.', 757, '2020-4-28')
('Соколова Щ.А.', 'Николаева Ц.Ф.', 903, '2020-3-3')
('Попова Ц.Ж.', None, 110, '2020-3-29')
('Егоров З.И.', 'Васильева К.И.', 47, '2020-7-23')
('Богданова И.Ж.', None, 272, '2020-2-23')
('Николаева Р.Ц.', 'Александрова П.П.', 980, '2020-10-24')
('Петрова Ч.З.', 'Яковлев Ю.А.', 10, '2020-11-10')
('Лебедев Ю.Н.', 'Александрова П.П.', 510, '2020-8-14')
('Васильев Е.У.', 'Александров Щ.Ю.', 857, '2020-3-18')
('Соколова Е.У.', 'Дмитриев Л.В.', 124, '2020-4-19')
('Михайлов Ф.И.', 'Григорьева Б.С.', 630, '2020-1-28')
('Егорова Т.Ф.', 'Семёнова Ч.Э.', 363, '2020-6-12')
('Соколов А.Д.', None, 701, '2020-9-14')
('Александров А.К.', 'Григорьева Б.С.', 926, '2020-3-14')
('Соловьёв Т.Т.', 'Александров Щ.Ю.', 941, '2020-7-8')
('Кузнецова И.Т.', 'Васильева К.И.', 853, '2020-7-13')
('Никитина Ч.Ф.', 'Алексеева В.Ш.', 292, '2020-1-19')
('Соколов А.Д.', 'Николаева Ц.Ф.', 242, '2020-11-8')
('Григорьева У.Т.', 'Михайлова Р.А.', 509, '2020-4-1')
('Кузнецова П.Я.', 'Семёнова Ч.Э.', 629, '2020-1-30')
('Михайлова Е.Б.', 'Егоров Л.Б.', 574, '2020-4-18')
('Николаев Ш.А.', 'Александров Щ.Ю.', 866, '2020-1-3')
('Александров Х.В.', 'Соловьёв Ц.П.', 545, '2020-11-14')
('Григорьева У.Т.', 'Яковлев Щ.Р.', 670, '2020-6-19')
('Лебедев Х.Е.', 'Григорьева Б.С.', 449, '2020-12-19')
('Волкова Ф.Ш.', 'Григорьева Б.С.', 115, '2020-12-22')
('Иванова Ж.У.', 'Дмитриев Л.В.', 963, '2020-3-25')
('Смирнов З.Ц.', None, 631, '2020-12-29')
('Яковлев Б.Р.', 'Семёнова Ч.Э.', 264, '2020-10-26')
('Степанов Ж.Я.', 'Александров Щ.Ю.', 110, '2020-2-10')
('Иванов В.Р.', 'Семёнова Ч.Э.', 758, '2020-8-29')
('Егоров Д.Е.', 'Михайлова Р.А.', 391, '2020-10-21')
('Никитина Н.К.', 'Александров Щ.Ю.', 930, '2020-6-26')
('Степанова Э.Р.', 'Григорьева Б.С.', 910, '2020-12-11')
('Иванов В.Р.', 'Павлов Ю.Ю.', 441, '2020-3-19')
('Андреева Э.П.', 'Николаева Ц.Ф.', 224, '2020-7-14')
('Лебедев П.Д.', 'Яковлев Ю.А.', 183, '2020-6-21')
('Степанов Ж.Я.', 'Григорьева Б.С.', 198, '2020-5-16')
('Попов К.А.', 'Лебедев Ч.Ж.', 955, '2020-10-30')
('Яковлев Э.М.', 'Егоров Л.Б.', 735, '2020-11-16')
('Андреев Ж.С.', 'Павлов Ю.Ю.', 284, '2020-9-12')
('Павлова Ж.Ж.', 'Яковлев Щ.Р.', 23, '2020-9-17')
('Лебедева У.Л.', 'Егоров Л.Б.', 862, '2020-10-9')
('Соколова Ф.Х.', 'Николаева Щ.Э.', 633, '2020-7-18')
('Николаева Р.Ц.', 'Александров Щ.Ю.', 375, '2020-10-16')
('Григорьева З.В.', 'Николаева Щ.Э.', 557, '2020-9-14')
('Лебедев Ю.Н.', 'Степанова Д.К.', 317, '2020-2-3')
('Александров Ц.А.', 'Васильева К.И.', 319, '2020-8-2')
('Михайлов Ф.И.', 'Васильева К.И.', 325, '2020-12-14')
('Соловьёв Т.Т.', 'Алексеева В.Ш.', 465, '2020-6-27')
('Степанов Л.З.', 'Лебедев Ч.Ж.', 813, '2020-8-19')
('Андреева Э.П.', 'Степанова Х.Р.', 613, '2020-10-26')
('Соловьёв Т.Т.', 'Александрова П.П.', 315, '2020-5-16')
('Лебедев Ю.Н.', 'Семёнова Ч.Э.', 979, '2020-11-2')
('Егоров Д.Е.', 'Александрова П.П.', 471, '2020-11-9')
('Лебедев П.У.', 'Егоров Л.Б.', 450, '2020-5-8')
('Степанова Г.И.', 'Егоров Л.Б.', 86, '2020-3-6')
('Васильев Е.У.', 'Семёнова Ч.Э.', 127, '2020-4-12')
('Александров У.Х.', 'Соловьёв Ц.П.', 474, '2020-12-12')
('Павлов Я.Т.', 'Александров Щ.Ю.', 393, '2020-10-30')
('Фёдоров Щ.Б.', 'Михайлова Р.А.', 145, '2020-4-17')
('Соколова Е.У.', 'Егорова Я.У.', 191, '2020-12-2')
('Алексеева К.Ч.', 'Яковлев Ю.А.', 864, '2020-7-19')
('Никитина Ч.Ф.', 'Семёнова Ч.Э.', 621, '2020-12-13')
('Кузнецова Ч.Х.', 'Алексеев Х.В.', 615, '2020-2-16')
('Богданова И.Ж.', 'Алексеев Х.В.', 237, '2020-2-5')
('Григорьева Я.Г.', 'Григорьева Б.С.', 691, '2020-3-10')
('Смирнов О.Я.', 'Егоров Л.Б.', 457, '2020-1-25')
('Николаев Л.И.', 'Алексеев Х.В.', 601, '2020-1-29')
('Александров Х.В.', 'Степанова Д.К.', 586, '2020-12-19')
('Григорьева Э.Ж.', None, 738, '2020-11-20')
('Александров А.К.', 'Александрова П.П.', 228, '2020-4-3')
('Николаев Ш.А.', 'Николаева Щ.Э.', 298, '2020-7-3')
('Лебедева У.Л.', 'Лебедев Ч.Ж.', 539, '2020-3-10')
('Яковлев Н.К.', 'Яковлев Щ.Р.', 435, '2020-5-21')
('Дмитриева Ф.Ш.', 'Семёнова Ч.Э.', 566, '2020-1-25')
('Григорьев Л.Ж.', 'Павлов Ю.Ю.', 806, '2020-5-24')
('Степанов О.К.', 'Яковлев Ю.А.', 776, '2020-10-4')
('Волкова К.Ж.', 'Александров Щ.Ю.', 167, '2020-2-6')
('Волкова К.Ж.', 'Степанова Д.К.', 831, '2020-3-16')
('Алексеева С.Ю.', 'Лебедев Ч.Ж.', 217, '2020-6-13')
('Волков Ж.Б.', 'Соловьёв Ц.П.', 783, '2020-1-27')
('Смирнов О.Я.', 'Егорова Я.У.', 611, '2020-7-9')
('Кузнецова Щ.К.', 'Степанова Д.К.', 990, '2020-9-3')
('Попов К.А.', 'Александрова П.П.', 26, '2020-10-10')
('Никитина Н.К.', 'Семёнова Ч.Э.', 940, '2020-2-3')
('Григорьева Э.Ж.', 'Лебедев Ч.Ж.', 366, '2020-3-22')
('Семёнов Л.И.', 'Егорова Я.У.', 19, '2020-12-15')
('Яковлева Л.П.', 'Соловьёв Ц.П.', 255, '2020-6-18')
('Павлова Ж.Ж.', 'Васильева К.И.', 895, '2020-5-28')
('Алексеева С.Ю.', 'Лебедев Ч.Ж.', 83, '2020-1-12')
('Яковлева Л.П.', 'Дмитриев Л.В.', 425, '2020-2-20')
('Соколов Р.Ш.', 'Александров Щ.Ю.', 341, '2020-12-13')
('Андреева Ц.В.', 'Александрова П.П.', 174, '2020-7-19')
('Иванова Ж.У.', 'Григорьева Б.С.', 418, '2020-4-22')
('Александров А.К.', 'Лебедев Ч.Ж.', 328, '2020-10-26')
('Кузнецов Т.Д.', 'Яковлев Щ.Р.', 855, '2020-2-18')
('Александров У.Х.', 'Александров Щ.Ю.', 389, '2020-3-6')
('Волкова Ф.Ш.', 'Павлов Ю.Ю.', 815, '2020-3-15')
('Александров Э.А.', 'Яковлев Щ.Р.', 519, '2020-6-23')
('Соловьёв Т.Т.', 'Григорьева Б.С.', 903, '2020-1-4')
('Кузнецова Ч.Х.', 'Егорова Я.У.', 346, '2020-1-22')
('Кузнецов Д.С.', 'Егоров Л.Б.', 556, '2020-9-12')
('Степанов Л.З.', 'Яковлев Щ.Р.', 794, '2020-9-2')
('Соловьёва П.З.', 'Степанова Х.Р.', 275, '2020-7-15')
('Смирнов С.Щ.', 'Степанова Д.К.', 567, '2020-3-19')
('Яковлева Л.П.', 'Алексеева В.Ш.', 17, '2020-7-16')
('Николаев Ш.А.', 'Соловьёв Ц.П.', 557, '2020-9-28')
('Никитина Ч.Ф.', 'Николаева Щ.Э.', 549, '2020-12-22')
('Степанов О.К.', 'Семёнова Ч.Э.', 611, '2020-8-7')
('Лебедев Х.Е.', 'Егоров Л.Б.', 732, '2020-9-14')
('Кузнецова Щ.К.', 'Алексеева В.Ш.', 928, '2020-6-2')
('Иванова Л.Э.', None, 784, '2020-7-4')
('Соколов З.Ю.', 'Егорова Я.У.', 922, '2020-9-14')
('Кузнецова Ч.Х.', 'Семёнова Ч.Э.', 883, '2020-8-16')
('Николаева Р.Ц.', 'Васильева К.И.', 253, '2020-3-4')
('Смирнова Ю.Ч.', 'Яковлев Ю.А.', 832, '2020-11-12')
('Павлов Д.Х.', 'Семёнова Ч.Э.', 416, '2020-3-24')
('Павлов Л.Р.', 'Яковлев Ю.А.', 285, '2020-12-29')
('Александров У.Х.', 'Егорова Я.У.', 94, '2020-11-10')
('Попова Ц.Ж.', 'Соловьёв Ц.П.', 591, '2020-2-11')
('Кузнецов Т.Д.', None, 170, '2020-3-14')
('Кузнецова Щ.К.', 'Лебедев Ч.Ж.', 442, '2020-6-3')
('Смирнов А.Я.', 'Соловьёв Ц.П.', 763, '2020-3-21')
('Александров Х.В.', 'Алексеева В.Ш.', 453, '2020-1-25')
('Смирнов О.Я.', 'Яковлев Щ.Р.', 811, '2020-11-10')
('Александров Ц.А.', 'Степанова Х.Р.', 534, '2020-3-1')
('Богданова Б.В.', 'Михайлова Р.А.', 746, '2020-12-27')
('Андреева Ц.В.', 'Николаева Щ.Э.', 794, '2020-7-6')
('Васильев Н.Ю.', 'Григорьева Б.С.', 419, '2020-10-25')
('Алексеева К.Ч.', 'Соловьёв Ц.П.', 624, '2020-11-18')
('Лебедева У.Л.', 'Семёнова Ч.Э.', 842, '2020-12-4')
('Соколова Ф.Х.', 'Васильева К.И.', 209, '2020-11-11')
('Волкова Ф.Ш.', 'Григорьева Б.С.', 945, '2020-3-8')
('Соколова Ф.Х.', 'Яковлев Ю.А.', 383, '2020-8-19')
('Лебедев Ю.Н.', 'Алексеев Х.В.', 69, '2020-10-29')
('Кузнецова П.Я.', 'Яковлев Щ.Р.', 723, '2020-12-12')
('Степанова Г.И.', 'Александрова П.П.', 371, '2020-3-11')
('Егорова Т.Ф.', 'Дмитриев Л.В.', 612, '2020-10-30')
('Михайлова Э.С.', 'Михайлова Р.А.', 138, '2020-10-21')
('Степанова Е.Ж.', 'Егорова Я.У.', 376, '2020-4-29')
('Попов С.А.', 'Семёнова Ч.Э.', 166, '2020-7-21')
('Николаева Д.В.', 'Васильева К.И.', 210, '2020-1-28')
('Лебедев П.У.', 'Яковлев Щ.Р.', 185, '2020-3-14')
('Соколов Ш.М.', 'Михайлова Р.А.', 385, '2020-2-15')
('Александрова Ю.Б.', 'Егорова Я.У.', 334, '2020-1-19')
('Соколов З.Ю.', 'Степанова Х.Р.', 813, '2020-2-13')
('Васильев Е.З.', 'Семёнова Ч.Э.', 165, '2020-9-23')
('Соколов З.Ю.', 'Яковлев Щ.Р.', 261, '2020-7-11')
('Григорьева У.Т.', 'Алексеева В.Ш.', 402, '2020-9-19')
('Семёнова Ш.И.', 'Егоров Л.Б.', 100, '2020-2-30')
('Степанова Е.Ж.', 'Михайлова Р.А.', 40, '2020-1-25')
('Лебедев Х.Е.', 'Алексеев Х.В.', 585, '2020-1-22')
('Соловьёв Т.Т.', 'Семёнова Ч.Э.', 455, '2020-7-22')
('Алексеева С.Ю.', 'Степанова Д.К.', 995, '2020-3-15')
('Васильева М.Ц.', 'Дмитриев Л.В.', 176, '2020-8-10')
('Степанова Э.Р.', 'Николаева Ц.Ф.', 815, '2020-11-19')
('Лебедев Х.Е.', None, 573, '2020-12-17')
('Соколова Щ.А.', 'Алексеева В.Ш.', 793, '2020-10-17')
('Волков Ж.Б.', 'Дмитриев Л.В.', 876, '2020-6-8')
('Степанова Е.Ж.', 'Семёнова Ч.Э.', 850, '2020-9-14')
('Богданов У.М.', 'Николаева Щ.Э.', 812, '2020-4-14')
('Николаева Д.В.', 'Алексеев Х.В.', 424, '2020-9-14')
('Яковлев Е.Д.', 'Алексеева В.Ш.', 51, '2020-8-21')
('Семёнова Ш.И.', 'Григорьева Б.С.', 188, '2020-10-13')
('Александров Э.А.', 'Николаева Щ.Э.', 633, '2020-12-20')
('Дмитриев Щ.В.', 'Григорьева Б.С.', 951, '2020-1-28')
('Лебедев Ю.Н.', 'Егоров Л.Б.', 923, '2020-2-25')
('Волкова К.Ж.', 'Алексеева В.Ш.', 838, '2020-9-16')
('Степанова Г.И.', 'Дмитриев Л.В.', 750, '2020-8-2')
('Яковлев Н.К.', 'Степанова Х.Р.', 247, '2020-12-1')
('Соловьёва П.З.', 'Михайлова Р.А.', 102, '2020-5-20')
('Николаева Д.В.', 'Егоров Л.Б.', 614, '2020-11-25')
('Степанова Е.Ж.', 'Семёнова Ч.Э.', 573, '2020-11-2')
('Андреева Э.П.', 'Яковлев Ю.А.', 440, '2020-1-8')
('Семёнова Ш.И.', 'Васильева К.И.', 820, '2020-10-5')
('Волков Ж.Б.', 'Соловьёв Ц.П.', 521, '2020-12-26')
('Богданова И.Ж.', 'Семёнова Ч.Э.', 348, '2020-2-30')
('Егорова Т.Ф.', 'Степанова Д.К.', 942, '2020-8-14')
('Попов К.А.', 'Николаева Ц.Ф.', 297, '2020-3-26')
('Григорьева З.В.', 'Лебедев Ч.Ж.', 427, '2020-12-26')
('Алексеева С.Ю.', 'Васильева К.И.', 997, '2020-2-8')
('Григорьева Я.Г.', 'Семёнова Ч.Э.', 887, '2020-11-10')
('Михайлов Ф.И.', None, 138, '2020-7-10')
('Григорьева У.Т.', 'Павлов Ю.Ю.', 357, '2020-9-28')
('Степанова Е.Ж.', 'Васильева К.И.', 642, '2020-5-27')
('Соколов У.Ф.', 'Николаева Ц.Ф.', 11, '2020-3-22')
('Соколов Р.Ш.', 'Яковлев Ю.А.', 984, '2020-11-2')
('Михайлов Ф.И.', 'Александрова П.П.', 643, '2020-3-13')
('Дмитриева Ф.Ш.', 'Алексеев Х.В.', 30, '2020-1-29')
('Смирнов З.Ц.', 'Степанова Х.Р.', 443, '2020-8-4')
('Никитина Н.К.', 'Яковлев Щ.Р.', 573, '2020-4-15')
('Дмитриева Л.Ч.', 'Алексеев Х.В.', 494, '2020-8-3')
('Семёнов Л.И.', None, 748, '2020-9-7')
('Соловьёва П.З.', 'Алексеева В.Ш.', 855, '2020-1-5')
('Павлова М.З.', 'Алексеев Х.В.', 61, '2020-1-6')
('Соколова Е.У.', 'Лебедев Ч.Ж.', 621, '2020-12-27')
('Павлов Д.Х.', 'Степанова Д.К.', 75, '2020-7-19')
('Михайлова Э.С.', 'Яковлев Щ.Р.', 870, '2020-1-5')
('Алексеева К.Ч.', None, 880, '2020-3-23')
('Никитина Ч.Ф.', 'Александров Щ.Ю.', 752, '2020-8-23')
('Александров А.К.', 'Егоров Л.Б.', 682, '2020-6-22')
('Никитина Ч.Ф.', None, 372, '2020-4-1')
('Васильев Е.З.', 'Алексеев Х.В.', 532, '2020-8-13')
('Яковлев Б.Р.', None, 961, '2020-1-7')
('Григорьев Л.Ж.', 'Алексеева В.Ш.', 676, '2020-1-3')
('Семёнов Л.И.', 'Степанова Д.К.', 777, '2020-4-23')
('Александров Ц.А.', 'Соловьёв Ц.П.', 739, '2020-5-9')
('Кузнецова П.Я.', 'Яковлев Щ.Р.', 676, '2020-5-23')
('Семёнов У.А.', 'Семёнова Ч.Э.', 976, '2020-12-24')
('Андреева Э.П.', 'Григорьева Б.С.', 70, '2020-1-13')
('Лебедев П.Д.', 'Яковлев Ю.А.', 961, '2020-3-4')
('Петрова Ч.З.', 'Соловьёв Ц.П.', 523, '2020-2-26')
('Николаева Р.Ц.', 'Лебедев Ч.Ж.', 29, '2020-1-5')
('Васильева М.Ц.', None, 251, '2020-1-4')
('Попова Ц.Ж.', 'Николаева Щ.Э.', 629, '2020-12-1')
('Павлов Д.Х.', 'Лебедев Ч.Ж.', 172, '2020-10-25')
('Григорьева Я.Г.', 'Егорова Я.У.', 181, '2020-1-21')
('Егоров Д.Е.', 'Александров Щ.Ю.', 243, '2020-12-26')
('Никитина Ч.Ф.', 'Павлов Ю.Ю.', 897, '2020-11-9')
('Андреева Э.П.', 'Алексеев Х.В.', 770, '2020-7-28')
('Лебедев П.Д.', 'Алексеев Х.В.', 382, '2020-2-3')
('Степанова Э.Р.', 'Лебедев Ч.Ж.', 303, '2020-7-1')
('Александрова Ю.Б.', 'Соловьёв Ц.П.', 918, '2020-4-4')
('Григорьева У.Т.', 'Александрова П.П.', 841, '2020-7-4')
('Петрова З.В.', 'Александров Щ.Ю.', 911, '2020-8-16')
('Андреев Ж.С.', 'Александров Щ.Ю.', 171, '2020-4-4')
('Семёнова Ш.И.', 'Егоров Л.Б.', 551, '2020-5-4')
('Алексеева К.Ч.', 'Алексеев Х.В.', 578, '2020-10-4')
('Лебедев Х.Е.', 'Семёнова Ч.Э.', 195, '2020-2-27')
('Александров Э.А.', 'Дмитриев Л.В.', 28, '2020-7-10')
('Смирнов Т.Т.', 'Алексеев Х.В.', 976, '2020-6-8')
('Петрова З.В.', 'Яковлев Щ.Р.', 822, '2020-2-26')
